YEAR,COW,PHYSINT,DISAP,KILL,POLPRIS,TORT,INJUD
1988,590,8,2,2,2,2,2
1989,590,7,2,2,1,2,2
1990,590,7,2,2,1,2,2
1991,590,7,2,2,2,1,2
1992,590,8,2,2,2,2,2
1993,590,6,2,1,2,1,1
1994,590,6,2,2,2,0,1
1995,590,7,2,2,2,1,1
1996,590,7,2,2,2,1,1
1997,590,7,2,2,2,1,2
1998,590,7,2,2,2,1,2
1999,590,5,2,1,1,1,2
2000,590,6,2,1,2,1,2
2001,590,5,1,1,2,1,2
2002,590,6,2,1,2,1,2
2003,590,7,2,2,2,1,2
2004,590,7,2,2,2,1,2
2005,590,7,2,2,2,1,2
2006,590,5,2,1,2,0,2
2007,590,6,2,2,2,0,2
2008,590,6,2,2,2,0,2
2009,590,6,2,2,1,1,2
2010,590,6,2,2,1,1,2
1981,70,1,0,0,0,1,1
1982,70,4,1,1,1,1,1
1983,70,3,1,1,0,1,1
1984,70,1,1,0,0,0,1
1985,70,1,1,0,0,0,1
1986,70,3,1,1,1,0,1
1987,70,1,1,0,0,0,1
1988,70,3,1,0,1,1,2
1989,70,1,0,1,0,0,2
1990,70,0,0,0,0,0,2
1991,70,1,0,1,0,0,1
1992,70,3,2,1,0,0,1
1993,70,3,2,0,1,0,2
1994,70,1,1,0,0,0,1
1995,70,2,1,0,1,0,1
1996,70,1,0,0,1,0,1
1997,70,2,1,0,1,0,1
1998,70,3,1,1,1,0,1
1999,70,3,1,1,1,0,1
2000,70,2,1,0,1,0,1
2001,70,2,1,0,1,0,1
2002,70,2,1,0,1,0,1
2003,70,3,1,1,1,0,1
2004,70,3,1,1,1,0,1
2005,70,3,1,1,1,0,1
2006,70,1,1,0,0,0,1
2007,70,2,1,1,0,0,1
2008,70,2,1,0,1,0,0
2009,70,3,1,1,1,0,0
2010,70,3,1,1,1,0,0
1981,987,,,,,,
1982,987,,,,,,
1983,987,,,,,,
1984,987,,,,,,
1985,987,,,,,,
1986,987,,,,,,
1987,987,,,,,,2
1988,987,,,,,,2
1989,987,,,,,,2
1990,987,,,,,,2
1991,987,,,,,,2
1992,987,,,,,,2
1993,987,,,,,,2
1994,987,,,,,,2
1995,987,,,,,,2
1996,987,,,,,,2
1997,987,,,,,,2
1998,987,,,,,,2
1999,987,,,,,,2
2000,987,,,,,,2
2001,987,8,2,2,2,2,2
2002,987,,,,,,2
2003,987,7,2,2,2,1,2
2004,987,7,2,2,2,1,2
2005,987,7,2,2,2,1,2
2006,987,7,2,2,2,1,2
2007,987,7,2,2,2,1,2
2008,987,7,2,2,2,1,2
2009,987,7,2,2,2,1,2
2010,987,8,2,2,2,2,2
1981,359,,,,,,
1982,359,,,,,,
1983,359,,,,,,
1984,359,,,,,,
1985,359,,,,,,
1986,359,,,,,,
1987,359,,,,,,
1988,359,,,,,,
1989,359,,,,,,
1990,359,,,,,,
1991,359,,,,,,
1992,359,4,1,1,1,1,1
1993,359,6,2,2,1,1,1
1994,359,5,2,1,1,1,1
1995,359,6,2,2,1,1,1
1996,359,7,2,2,2,1,2
1997,359,6,2,2,1,1,2
1998,359,7,2,2,1,2,2
1999,359,6,2,2,1,1,1
2000,359,5,2,2,1,0,1
2001,359,6,2,2,1,1,1
2002,359,6,2,2,1,1,1
2003,359,5,2,2,1,0,1
2004,359,5,2,2,1,0,1
2005,359,5,2,2,1,0,1
2006,359,5,2,2,1,0,0
2007,359,6,2,2,2,0,1
2008,359,5,2,2,1,0,0
2009,359,4,1,2,1,0,0
2010,359,5,2,2,1,0,0
1981,221,,,,,,-999
1982,221,,,,,,-999
1983,221,,,,,,-999
1984,221,,,,,,-999
1985,221,,,,,,-999
1986,221,,,,,,-999
1987,221,,,,,,-999
1988,221,,,,,,-999
1989,221,,,,,,-999
1990,221,,,,,,-999
1991,221,,,,,,-999
1992,221,,,,,,-999
1993,221,,,,,,2
1994,221,,,,,,2
1995,221,,,,,,2
1996,221,,,,,,2
1997,221,,,,,,2
1998,221,,,,,,2
1999,221,,,,,,2
2000,221,,,,,,2
2001,221,8,2,2,2,2,2
2002,221,,,,,,2
2003,221,8,2,2,2,2,2
2004,221,8,2,2,2,2,2
2005,221,8,2,2,2,2,2
2006,221,8,2,2,2,2,2
2007,221,8,2,2,2,2,2
2008,221,8,2,2,2,2,2
2009,221,8,2,2,2,2,2
2010,221,8,2,2,2,2,2
1981,712,,2,-999,2,-999,0
1982,712,,-999,-999,-999,-999,0
1983,712,,1,-999,2,-999,0
1984,712,,2,-999,2,-999,0
1985,712,,-999,-999,-999,-999,0
1986,712,,-999,-999,-999,-999,0
1987,712,,-999,-999,2,-999,0
1988,712,,2,-999,-999,-999,0
1989,712,,2,2,-999,-999,0
1990,712,8,2,2,2,2,1
1991,712,8,2,2,2,2,1
1992,712,8,2,2,2,2,1
1993,712,7,2,2,2,1,1
1994,712,7,2,2,2,1,2
1995,712,6,2,1,2,1,2
1996,712,7,2,2,2,1,2
1997,712,7,2,2,2,1,2
1998,712,6,2,1,2,1,2
1999,712,7,2,2,2,1,2
2000,712,6,2,1,2,1,1
2001,712,7,2,2,2,1,1
2002,712,7,2,2,2,1,1
2003,712,6,2,2,2,0,1
2004,712,5,2,2,1,0,1
2005,712,6,2,2,2,0,1
2006,712,4,2,1,1,0,1
2007,712,4,2,1,1,0,1
2008,712,4,2,1,1,0,1
2009,712,6,2,2,2,0,1
2010,712,6,2,2,2,0,1
1981,,,,,,,
1982,,,,,,,
1983,,,,,,,
1984,,,,,,,
1985,,,,,,,
1986,,,,,,,
1987,,,,,,,
1988,,,,,,,
1989,,,,,,,
1990,,,,,,,
1991,,,,,,,
1992,,,,,,,
1993,,,,,,,
1994,,,,,,,
1995,,,,,,,
1996,,,,,,,
1997,,,,,,,
1998,,,,,,,
1999,,,,,,,
2000,,,,,,,
2001,,,,,,,
2002,,,,,,,
2003,,,,,,,
2004,,,,,,,
2005,,,,,,,
2006,,6,2,2,2,0,1
2007,,6,2,2,2,0,1
2008,,7,2,2,2,1,1
2009,,7,2,2,2,1,1
2010,,7,2,2,2,1,1
1981,600,5,2,2,0,1,1
1982,600,5,1,2,1,1,2
1983,600,4,0,2,1,1,2
1984,600,4,2,2,0,0,1
1985,600,4,1,2,0,1,2
1986,600,2,1,1,0,0,2
1987,600,5,2,2,1,0,1
1988,600,5,2,2,0,1,1
1989,600,4,1,2,1,0,1
1990,600,1,1,0,0,0,1
1991,600,4,2,1,0,1,1
1992,600,4,2,2,0,0,1
1993,600,3,2,1,0,0,1
1994,600,4,2,2,0,0,1
1995,600,4,2,2,0,0,1
1996,600,3,2,1,0,0,1
1997,600,3,1,1,0,1,1
1998,600,6,2,2,1,1,1
1999,600,4,2,2,0,0,1
2000,600,4,2,1,0,1,1
2001,600,5,2,2,0,1,1
2002,600,4,2,2,0,0,1
2003,600,4,1,2,1,0,0
2004,600,4,1,2,0,1,0
2005,600,3,2,1,0,0,0
2006,600,4,2,1,0,1,0
2007,600,4,2,1,0,1,0
2008,600,4,2,2,0,0,0
2009,600,5,2,2,0,1,0
2010,600,4,2,1,0,1,0
1981,541,4,2,0,1,1,0
1982,541,1,1,0,0,0,1
1983,541,3,2,1,0,0,1
1984,541,2,1,0,0,1,0
1985,541,1,1,0,0,0,1
1986,541,2,2,0,0,0,1
1987,541,2,2,0,0,0,0
1988,541,3,2,1,0,0,1
1989,541,2,1,1,0,0,0
1990,541,4,2,1,1,0,0
1991,541,3,2,1,0,0,1
1992,541,2,1,1,0,0,1
1993,541,6,2,2,1,1,0
1994,541,3,1,1,1,0,0
1995,541,5,2,1,2,0,0
1996,541,4,2,1,1,0,0
1997,541,3,1,1,1,0,0
1998,541,4,2,1,1,0,0
1999,541,3,1,1,1,0,0
2000,541,2,1,0,1,0,0
2001,541,5,2,1,1,1,0
2002,541,4,2,1,1,0,0
2003,541,5,2,1,2,0,0
2004,541,4,2,1,1,0,0
2005,541,5,2,1,1,1,1
2006,541,5,2,1,1,1,0
2007,541,4,2,1,1,0,0
2008,541,5,2,1,1,1,0
2009,541,5,2,1,1,1,0
2010,541,5,2,1,2,0,0
1981,565,0,0,0,0,0,0
1982,565,0,0,0,0,0,1
1983,565,0,0,0,0,0,2
1984,565,2,0,1,1,0,2
1985,565,2,1,0,1,0,2
1986,565,4,2,1,1,0,1
1987,565,2,2,0,0,0,1
1988,565,3,1,1,1,0,2
1989,565,2,0,1,1,0,2
1990,565,6,1,2,2,1,2
1991,565,7,2,2,2,1,2
1992,565,6,2,1,2,1,2
1993,565,7,2,2,2,1,2
1994,565,7,2,2,2,1,2
1995,565,5,1,1,2,1,2
1996,565,7,2,2,2,1,2
1997,565,6,1,2,2,1,2
1998,565,6,2,2,1,1,2
1999,565,3,0,1,2,0,2
2000,565,5,1,1,2,1,2
2001,565,5,1,1,2,1,2
2002,565,4,1,1,2,0,2
2003,565,6,2,1,2,1,2
2004,565,6,2,1,2,1,2
2005,565,6,2,1,2,1,2
2006,565,5,2,1,2,0,2
2007,565,6,2,1,2,1,2
2008,565,6,2,2,1,1,2
2009,565,7,2,2,2,1,2
2010,565,6,2,2,1,1,2
1981,970,,,,,,-999
1982,970,,,,,,-999
1983,970,,,,,,-999
1984,970,,,,,,-999
1985,970,,,,,,-999
1986,970,,,,,,2
1987,970,,,,,,2
1988,970,,,,,,2
1989,970,,,,,,2
1990,970,,,,,,2
1991,970,,,,,,2
1992,970,,,,,,2
1993,970,,,,,,2
1994,970,,,,,,2
1995,970,,,,,,2
1996,970,,,,,,2
1997,970,,,,,,2
1998,970,,,,,,2
1999,970,,,,,,2
2000,970,,,,,,2
2001,970,8,2,2,2,2,2
2002,970,,,,,,2
2003,970,8,2,2,2,2,2
2004,970,8,2,2,2,2,2
2005,970,8,2,2,2,2,2
2006,970,8,2,2,2,2,2
2007,970,8,2,2,2,2,2
2008,970,8,2,2,2,2,2
2009,970,8,2,2,2,2,2
2010,970,8,2,2,2,2,2
1981,790,4,1,2,0,1,0
1982,790,5,1,2,1,1,1
1983,790,6,2,2,1,1,1
1984,790,6,2,2,1,1,0
1985,790,6,2,2,1,1,1
1986,790,7,2,2,2,1,1
1987,790,5,2,2,1,0,0
1988,790,5,1,2,1,1,1
1989,790,4,1,2,0,1,1
1990,790,3,2,1,0,0,1
1991,790,3,2,1,0,0,1
1992,790,4,2,1,0,1,2
1993,790,3,1,1,1,0,1
1994,790,6,2,2,1,1,1
1995,790,5,2,2,1,0,1
1996,790,6,2,1,2,1,1
1997,790,3,1,0,1,1,1
1998,790,1,1,0,0,0,1
1999,790,2,1,0,1,0,1
2000,790,1,0,0,0,1,1
2001,790,1,0,0,0,1,1
2002,790,0,0,0,0,0,1
2003,790,1,0,0,0,1,1
2004,790,0,0,0,0,0,1
2005,790,0,0,0,0,0,1
2006,790,0,0,0,0,0,1
2007,790,3,2,0,1,0,1
2008,790,2,2,0,0,0,1
2009,790,3,2,0,1,0,1
2010,790,2,2,0,0,0,0
1981,210,8,2,2,2,2,2
1982,210,8,2,2,2,2,2
1983,210,8,2,2,2,2,2
1984,210,8,2,2,2,2,2
1985,210,8,2,2,2,2,2
1986,210,8,2,2,2,2,2
1987,210,8,2,2,2,2,2
1988,210,8,2,2,2,2,2
1989,210,8,2,2,2,2,2
1990,210,8,2,2,2,2,2
1991,210,8,2,2,2,2,2
1992,210,8,2,2,2,2,2
1993,210,8,2,2,2,2,2
1994,210,8,2,2,2,2,2
1995,210,8,2,2,2,2,2
1996,210,8,2,2,2,2,2
1997,210,8,2,2,2,2,2
1998,210,8,2,2,2,2,2
1999,210,8,2,2,2,2,2
2000,210,8,2,2,2,2,2
2001,210,8,2,2,2,2,2
2002,210,8,2,2,2,2,2
2003,210,8,2,2,2,2,2
2004,210,8,2,2,2,2,2
2005,210,8,2,2,2,2,2
2006,210,8,2,2,2,2,2
2007,210,8,2,2,2,2,2
2008,210,7,2,2,1,2,2
2009,210,7,2,2,1,2,2
2010,210,7,2,2,1,2,2
1981,920,8,2,2,2,2,2
1982,920,8,2,2,2,2,2
1983,920,8,2,2,2,2,2
1984,920,8,2,2,2,2,2
1985,920,8,2,2,2,2,2
1986,920,8,2,2,2,2,2
1987,920,8,2,2,2,2,2
1988,920,8,2,2,2,2,2
1989,920,8,2,2,2,2,2
1990,920,8,2,2,2,2,2
1991,920,8,2,2,2,2,2
1992,920,8,2,2,2,2,2
1993,920,8,2,2,2,2,2
1994,920,8,2,2,2,2,2
1995,920,8,2,2,2,2,2
1996,920,8,2,2,2,2,2
1997,920,8,2,2,2,2,2
1998,920,8,2,2,2,2,2
1999,920,8,2,2,2,2,2
2000,920,8,2,2,2,2,2
2001,920,8,2,2,2,2,2
2002,920,7,2,2,2,1,2
2003,920,7,2,2,2,1,2
2004,920,7,2,2,2,1,2
2005,920,7,2,2,2,1,2
2006,920,7,2,2,2,1,2
2007,920,7,2,2,2,1,2
2008,920,8,2,2,2,2,2
2009,920,8,2,2,2,2,2
2010,920,8,2,2,2,2,2
1981,93,3,1,1,0,1,0
1982,93,0,0,0,0,0,1
1983,93,0,0,0,0,0,1
1984,93,3,1,1,0,1,0
1985,93,0,0,0,0,0,1
1986,93,1,1,0,0,0,0
1987,93,3,2,0,0,1,0
1988,93,2,1,1,0,0,1
1989,93,1,1,0,0,0,1
1990,93,2,0,1,0,1,1
1991,93,3,1,0,2,0,0
1992,93,4,2,0,2,0,1
1993,93,5,2,1,2,0,1
1994,93,5,2,1,2,0,0
1995,93,5,2,1,2,0,0
1996,93,5,2,1,2,0,1
1997,93,6,2,1,2,1,1
1998,93,5,2,1,2,0,1
1999,93,5,2,1,2,0,1
2000,93,5,2,1,2,0,1
2001,93,5,2,1,2,0,1
2002,93,5,2,1,2,0,1
2003,93,5,2,1,2,0,1
2004,93,5,2,1,2,0,1
2005,93,5,2,1,2,0,1
2006,93,5,2,1,2,0,0
2007,93,6,2,1,2,1,0
2008,93,5,2,1,1,1,0
2009,93,5,2,1,1,1,0
2010,93,4,2,1,1,0,0
1981,436,7,2,2,1,2,0
1982,436,7,2,2,1,2,1
1983,436,8,2,2,2,2,0
1984,436,7,2,2,1,2,0
1985,436,6,2,2,1,1,0
1986,436,7,2,2,1,2,1
1987,436,6,2,2,1,1,1
1988,436,7,2,2,1,2,2
1989,436,7,2,2,2,1,1
1990,436,3,2,1,0,0,1
1991,436,7,2,2,2,1,1
1992,436,5,2,2,1,0,1
1993,436,6,2,2,1,1,1
1994,436,5,2,1,1,1,1
1995,436,6,2,2,1,1,1
1996,436,6,2,2,0,2,1
1997,436,4,2,1,0,1,1
1998,436,4,2,1,0,1,1
1999,436,6,2,2,1,1,1
2000,436,6,2,2,1,1,1
2001,436,7,2,2,2,1,1
2002,436,7,2,2,2,1,1
2003,436,6,2,2,1,1,1
2004,436,6,2,1,2,1,1
2005,436,6,2,2,1,1,0
2006,436,5,2,1,1,1,0
2007,436,5,2,1,1,1,1
2008,436,4,1,1,1,1,1
2009,436,5,2,1,1,1,1
2010,436,5,2,1,1,1,1
1981,475,6,2,2,1,1,2
1982,475,5,2,2,0,1,2
1983,475,5,2,2,0,1,2
1984,475,6,2,2,0,2,2
1985,475,5,2,2,0,1,1
1986,475,6,2,2,1,1,1
1987,475,7,2,2,1,2,0
1988,475,5,2,2,1,0,1
1989,475,4,2,2,0,0,1
1990,475,2,0,2,0,0,0
1991,475,3,2,1,0,0,1
1992,475,4,2,1,1,0,0
1993,475,2,2,0,0,0,0
1994,475,2,2,0,0,0,0
1995,475,4,2,2,0,0,0
1996,475,3,2,0,0,1,0
1997,475,2,2,0,0,0,0
1998,475,4,2,1,0,1,0
1999,475,2,2,0,0,0,0
2000,475,1,1,0,0,0,0
2001,475,2,2,0,0,0,0
2002,475,3,2,0,1,0,1
2003,475,2,1,0,1,0,1
2004,475,1,1,0,0,0,1
2005,475,2,1,0,1,0,0
2006,475,2,2,0,0,0,0
2007,475,2,2,0,0,0,0
2008,475,2,2,0,0,0,0
2009,475,1,1,0,0,0,0
2010,475,0,0,0,0,0,0
1981,385,8,2,2,2,2,2
1982,385,8,2,2,2,2,2
1983,385,8,2,2,2,2,2
1984,385,8,2,2,2,2,2
1985,385,8,2,2,2,2,2
1986,385,8,2,2,2,2,2
1987,385,8,2,2,2,2,2
1988,385,8,2,2,2,2,2
1989,385,8,2,2,2,2,2
1990,385,7,2,2,2,1,2
1991,385,8,2,2,2,2,2
1992,385,8,2,2,2,2,2
1993,385,8,2,2,2,2,2
1994,385,8,2,2,2,2,2
1995,385,8,2,2,2,2,2
1996,385,8,2,2,2,2,2
1997,385,8,2,2,2,2,2
1998,385,8,2,2,2,2,2
1999,385,8,2,2,2,2,2
2000,385,8,2,2,2,2,2
2001,385,8,2,2,2,2,2
2002,385,8,2,2,2,2,2
2003,385,8,2,2,2,2,2
2004,385,8,2,2,2,2,2
2005,385,8,2,2,2,2,2
2006,385,8,2,2,2,2,2
2007,385,8,2,2,2,2,2
2008,385,7,2,2,2,1,2
2009,385,8,2,2,2,2,2
2010,385,8,2,2,2,2,2
1981,698,7,2,2,1,2,1
1982,698,7,2,2,1,2,1
1983,698,8,2,2,2,2,2
1984,698,8,2,2,2,2,1
1985,698,7,2,2,2,1,2
1986,698,8,2,2,2,2,1
1987,698,7,2,2,1,2,1
1988,698,8,2,2,2,2,2
1989,698,7,2,2,2,1,2
1990,698,7,2,2,2,1,1
1991,698,7,2,2,2,1,1
1992,698,8,2,2,2,2,1
1993,698,7,2,2,2,1,1
1994,698,5,2,2,0,1,1
1995,698,6,2,2,1,1,1
1996,698,7,2,2,2,1,1
1997,698,7,2,2,2,1,1
1998,698,7,2,2,2,1,0
1999,698,7,2,2,2,1,1
2000,698,6,2,2,1,1,1
2001,698,8,2,2,2,2,0
2002,698,8,2,2,2,2,1
2003,698,8,2,2,2,2,1
2004,698,8,2,2,2,2,1
2005,698,5,2,2,0,1,0
2006,698,7,2,2,1,2,1
2007,698,8,2,2,2,2,1
2008,698,7,2,2,1,2,1
2009,698,7,2,2,1,2,2
2010,698,8,2,2,2,2,2
1981,770,1,1,0,0,0,1
1982,770,4,2,1,0,1,1
1983,770,4,2,1,0,1,1
1984,770,1,1,0,0,0,1
1985,770,4,2,1,1,0,1
1986,770,4,2,1,0,1,1
1987,770,4,2,2,0,0,1
1988,770,5,2,2,1,0,1
1989,770,3,2,1,0,0,1
1990,770,2,2,0,0,0,1
1991,770,3,2,1,0,0,1
1992,770,3,2,1,0,0,1
1993,770,2,2,0,0,0,1
1994,770,3,2,1,0,0,1
1995,770,1,1,0,0,0,1
1996,770,2,2,0,0,0,1
1997,770,2,2,0,0,0,1
1998,770,3,2,0,1,0,0
1999,770,2,2,0,0,0,1
2000,770,1,1,0,0,0,0
2001,770,1,1,0,0,0,0
2002,770,2,2,0,0,0,0
2003,770,1,1,0,0,0,0
2004,770,1,1,0,0,0,0
2005,770,1,1,0,0,0,0
2006,770,0,0,0,0,0,0
2007,770,0,0,0,0,0,0
2008,770,0,0,0,0,0,0
2009,770,0,0,0,0,0,0
2010,770,0,0,0,0,0,0
1981,986,,,,,,
1982,986,,,,,,
1983,986,,,,,,
1984,986,,,,,,
1985,986,,,,,,
1986,986,,,,,,
1987,986,,,,,,
1988,986,,,,,,
1989,986,,,,,,
1990,986,,,,,,
1991,986,,,,,,
1992,986,,,,,,
1993,986,,,,,,
1994,986,,,,,,
1995,986,,,,,,2
1996,986,,,,,,2
1997,986,,,,,,2
1998,986,,,,,,2
1999,986,,,,,,2
2000,986,,,,,,2
2001,986,8,2,2,2,2,2
2002,986,,,,,,2
2003,986,8,2,2,2,2,2
2004,986,8,2,2,2,2,2
2005,986,8,2,2,2,2,2
2006,986,8,2,2,2,2,2
2007,986,8,2,2,2,2,2
2008,986,8,2,2,2,2,2
2009,986,8,2,2,2,2,2
2010,986,8,2,2,2,2,2
1981,95,6,2,2,1,1,1
1982,95,5,1,1,2,1,1
1983,95,5,2,1,2,0,2
1984,95,5,1,2,1,1,1
1985,95,5,1,1,2,1,1
1986,95,7,2,2,2,1,1
1987,95,4,2,1,1,0,1
1988,95,3,2,1,0,0,1
1989,95,1,1,0,0,0,0
1990,95,4,1,1,1,1,1
1991,95,6,2,2,1,1,1
1992,95,4,2,1,1,0,1
1993,95,6,2,1,2,1,1
1994,95,6,2,2,2,0,1
1995,95,4,2,1,1,0,1
1996,95,7,2,2,2,1,1
1997,95,7,2,2,2,1,1
1998,95,8,2,2,2,2,1
1999,95,6,2,2,2,0,1
2000,95,6,2,2,2,0,1
2001,95,7,2,2,2,1,1
2002,95,8,2,2,2,2,1
2003,95,7,2,2,2,1,1
2004,95,7,2,2,2,1,1
2005,95,6,2,2,2,0,0
2006,95,7,2,2,2,1,0
2007,95,7,2,2,2,1,1
2008,95,7,2,2,2,1,1
2009,95,7,2,2,2,1,0
2010,95,4,1,1,1,1,0
1981,910,8,2,2,2,2,2
1982,910,,2,2,2,-999,2
1983,910,8,2,2,2,2,2
1984,910,8,2,2,2,2,2
1985,910,8,2,2,2,2,2
1986,910,8,2,2,2,2,2
1987,910,8,2,2,2,2,2
1988,910,7,2,1,2,2,2
1989,910,5,2,1,1,1,2
1990,910,3,2,0,1,0,2
1991,910,2,2,0,0,0,2
1992,910,3,1,0,2,0,2
1993,910,2,1,0,1,0,2
1994,910,5,2,1,2,0,2
1995,910,5,1,1,2,1,2
1996,910,2,0,0,2,0,2
1997,910,4,1,1,2,0,2
1998,910,6,2,1,2,1,2
1999,910,5,2,1,2,0,2
2000,910,6,2,1,2,1,2
2001,910,5,2,1,2,0,2
2002,910,5,2,1,2,0,2
2003,910,5,2,1,2,0,2
2004,910,5,2,1,2,0,2
2005,910,5,2,1,2,0,2
2006,910,5,2,1,2,0,2
2007,910,5,2,1,2,0,2
2008,910,5,2,1,2,0,2
2009,910,5,2,1,2,0,2
2010,910,5,2,1,2,0,2
1981,150,3,1,1,0,1,1
1982,150,5,2,2,1,0,0
1983,150,5,2,2,1,0,0
1984,150,3,1,2,0,0,1
1985,150,4,2,2,0,0,1
1986,150,3,2,1,0,0,0
1987,150,3,2,1,0,0,1
1988,150,6,2,2,1,1,0
1989,150,7,2,2,2,1,1
1990,150,4,2,1,1,0,1
1991,150,5,2,1,1,1,1
1992,150,7,2,2,2,1,1
1993,150,4,2,1,1,0,1
1994,150,7,2,1,2,2,0
1995,150,6,2,2,2,0,1
1996,150,7,2,2,2,1,2
1997,150,7,2,2,2,1,2
1998,150,4,1,1,1,1,1
1999,150,5,2,1,2,0,1
2000,150,4,2,1,1,0,1
2001,150,5,2,1,2,0,1
2002,150,4,2,1,1,0,1
2003,150,6,2,1,2,1,1
2004,150,5,2,1,2,0,1
2005,150,6,2,1,2,1,1
2006,150,4,1,1,2,0,0
2007,150,5,2,1,2,0,0
2008,150,5,2,1,2,0,0
2009,150,6,2,1,2,1,0
2010,150,7,2,2,2,1,0
1981,135,4,2,1,0,1,2
1982,135,3,2,0,0,1,2
1983,135,1,0,0,0,1,2
1984,135,0,0,0,0,0,2
1985,135,1,0,1,0,0,2
1986,135,2,0,0,1,1,2
1987,135,0,0,0,0,0,2
1988,135,0,0,0,0,0,2
1989,135,0,0,0,0,0,1
1990,135,1,0,0,1,0,2
1991,135,2,0,0,2,0,1
1992,135,1,0,0,1,0,0
1993,135,2,1,0,1,0,0
1994,135,1,0,1,0,0,0
1995,135,3,1,2,0,0,1
1996,135,1,1,0,0,0,1
1997,135,4,2,2,0,0,1
1998,135,4,2,1,0,1,1
1999,135,2,1,1,0,0,1
2000,135,4,2,1,1,0,1
2001,135,3,2,1,0,0,1
2002,135,3,2,1,0,0,1
2003,135,3,2,1,0,0,1
2004,135,3,2,1,0,0,2
2005,135,5,2,2,1,0,2
2006,135,5,2,1,1,1,2
2007,135,6,2,1,2,1,1
2008,135,5,1,1,2,1,1
2009,135,5,2,1,1,1,1
2010,135,5,2,1,1,1,1
1981,840,1,1,0,0,0,1
1982,840,1,1,0,0,0,1
1983,840,0,0,0,0,0,1
1984,840,1,0,0,0,1,1
1985,840,1,1,0,0,0,1
1986,840,3,1,1,0,1,1
1987,840,0,0,0,0,0,1
1988,840,0,0,0,0,0,2
1989,840,0,0,0,0,0,2
1990,840,3,2,0,0,1,1
1991,840,3,1,0,1,1,2
1992,840,2,1,0,0,1,2
1993,840,4,1,1,1,1,1
1994,840,3,2,1,0,0,1
1995,840,1,1,0,0,0,1
1996,840,2,0,0,1,1,1
1997,840,2,1,1,0,0,1
1998,840,3,1,1,0,1,1
1999,840,2,1,1,0,0,1
2000,840,0,0,0,0,0,1
2001,840,2,1,1,0,0,1
2002,840,2,1,1,0,0,1
2003,840,2,1,1,0,0,1
2004,840,1,1,0,0,0,1
2005,840,1,1,0,0,0,1
2006,840,0,0,0,0,0,0
2007,840,1,1,0,0,0,1
2008,840,1,1,0,0,0,0
2009,840,1,1,0,0,0,0
2010,840,1,1,0,0,0,0
1981,290,6,2,2,0,2,1
1982,290,4,1,1,1,1,1
1983,290,4,2,1,0,1,1
1984,290,4,2,1,0,1,1
1985,290,3,2,1,0,0,0
1986,290,4,2,2,0,0,0
1987,290,4,2,1,1,0,0
1988,290,4,1,1,1,1,1
1989,290,5,2,1,1,1,2
1990,290,6,2,2,2,0,1
1991,290,6,2,2,2,0,2
1992,290,6,2,2,1,1,2
1993,290,7,2,2,2,1,1
1994,290,8,2,2,2,2,2
1995,290,7,2,2,2,1,2
1996,290,7,2,2,2,1,2
1997,290,8,2,2,2,2,2
1998,290,7,2,2,2,1,2
1999,290,8,2,2,2,2,2
2000,290,6,2,2,2,0,2
2001,290,7,2,2,2,1,2
2002,290,8,2,2,2,2,2
2003,290,7,2,2,2,1,2
2004,290,6,2,1,2,1,2
2005,290,7,2,2,2,1,2
2006,290,7,2,2,2,1,2
2007,290,7,2,2,2,1,2
2008,290,7,2,2,2,1,2
2009,290,6,2,2,1,1,1
2010,290,7,2,2,2,1,1
1981,235,8,2,2,2,2,2
1982,235,8,2,2,2,2,2
1983,235,8,2,2,2,2,2
1984,235,8,2,2,2,2,2
1985,235,8,2,2,2,2,2
1986,235,8,2,2,2,2,2
1987,235,8,2,2,2,2,2
1988,235,8,2,2,2,2,2
1989,235,7,2,2,2,1,2
1990,235,8,2,2,2,2,2
1991,235,7,2,2,2,1,2
1992,235,7,2,2,2,1,2
1993,235,7,2,2,2,1,2
1994,235,7,2,2,2,1,2
1995,235,6,2,2,2,0,2
1996,235,7,2,2,2,1,2
1997,235,7,2,2,2,1,2
1998,235,7,2,2,2,1,2
1999,235,7,2,2,2,1,2
2000,235,6,2,2,2,0,2
2001,235,7,2,2,2,1,2
2002,235,7,2,2,2,1,2
2003,235,7,2,2,2,1,2
2004,235,7,2,2,2,1,2
2005,235,7,2,2,2,1,2
2006,235,7,2,2,2,1,2
2007,235,7,2,2,2,1,2
2008,235,7,2,2,2,1,2
2009,235,7,2,2,2,1,2
2010,235,6,2,1,2,1,2
1981,694,,,,,,1
1982,694,,,,,,0
1983,694,,,,,,1
1984,694,,,,,,1
1985,694,,,,,,1
1986,694,,,,,,1
1987,694,,,,,,1
1988,694,,,,,,1
1989,694,,,,,,1
1990,694,,,,,,1
1991,694,,,,,,1
1992,694,,,,,,1
1993,694,,,,,,1
1994,694,,,,,,1
1995,694,,,,,,1
1996,694,,,,,,1
1997,694,,,,,,1
1998,694,,,,,,1
1999,694,,,,,,1
2000,694,,,,,,1
2001,694,7,2,2,2,1,1
2002,694,,,,,,1
2003,694,8,2,2,2,2,1
2004,694,8,2,2,2,2,1
2005,694,7,2,2,1,2,1
2006,694,6,2,2,1,1,1
2007,694,5,2,2,1,0,1
2008,694,8,2,2,2,2,1
2009,694,8,2,2,2,2,1
2010,694,8,2,2,2,2,1
1981,360,4,2,1,0,1,1
1982,360,4,1,1,1,1,1
